1	-0.586484
1	-0.308231
-1	1.3548
1	1.40416
1	0.833546
-1	2.38745
1	2.34953
1	2.37006
1	5.06027
1	7.68479
1	9.23859
-1	8.50582
1	4.64601
-1	-0.925044
1	-5.86145
1	-6.54746
-1	-5.31292
1	-4.40642
-1	-3.66676
-1	-4.164
1	-3.33368
1	-1.66372
1	2.40805
1	6.5871
-1	10.369
1	10.8821
1	8.61572
1	8.00573
1	7.49187
-1	6.89241
1	7.00532
1	5.64838
1	3.76605
-1	2.69093
1	0.850868
1	-0.840739
1	-1.23804
-1	-0.778605
-1	-1.95333
1	-4.63055
-1	-5.61219
-1	-6.09178
-1	-7.67733
-1	-6.96382
1	-5.654
1	-3.03154
-1	1.06432
-1	0.952248
-1	-0.840746
-1	-1.83573
-1	-4.669
-1	-6.81582
1	-8.31423
1	-7.14042
1	-4.08133
1	1.03326
1	6.22851
1	10.0372
1	12.5325
1	13.567
1	12.562
-1	12.2305
-1	8.62101
-1	1.14003
-1	-6.60114
-1	-11.6705
1	-14.7508
1	-13.0387
1	-7.69245
1	0.0873194
1	6.97431
1	11.6146
1	15.244
-1	14.3113
1	9.72258
-1	5.2449
-1	-1.65356
1	-7.04589
-1	-9.63264
-1	-9.95583
1	-10.6832
1	-9.15101
1	-5.63366
1	0.2085
1	6.28829
1	11.3128
1	13.8925
-1	16.5679
1	13.0895
-1	8.96366
-1	5.19132
1	0.41934
-1	-1.15285
1	-2.41812
1	-2.64043
1	-1.9737
-1	1.3583
1	2.37982
1	4.69041
1	6.88968
-1	7.91063
-1	6.51178
1	3.13456
1	-2.42168
-1	-2.8285
1	-2.17551
-1	0.4155
1	2.5719
-1	3.84487
1	3.64073
1	1.94671
1	1.40514
1	2.43644
-1	3.70462
1	2.27593
1	1.39592
1	0.33596
1	0.682526
1	2.00645
-1	3.29993
1	4.21341
1	4.48708
-1	6.01044
1	4.40311
1	1.56576
1	2.43253
-1	4.86656
1	4.27171
-1	3.74707
1	1.64159
-1	-0.122833
1	-3.53278
-1	-5.16361
1	-6.2171
-1	-4.38548
-1	-1.87179
-1	-1.77403
1	-2.97326
-1	-2.11945
1	-3.11566
-1	-1.58409
1	-2.24097
1	-2.7543
-1	-1.55545
1	-0.553579
1	1.70007
1	3.71334
-1	5.5786
1	5.9698
1	6.8556
1	6.75921
1	5.3649
1	5.50343
-1	6.30282
1	4.50987
-1	4.82357
-1	3.8486
1	0.534292
-1	-1.05095
-1	-3.71729
1	-6.14926
1	-5.38427
1	-3.17121
1	0.571573
-1	3.66752
1	6.08705
-1	6.27369
1	4.91068
1	4.0532
-1	2.7674
-1	0.598178
-1	-1.73892
-1	-6.44091
-1	-10.1454
-1	-12.4322
-1	-12.5625
1	-10.7409
1	-5.37872
1	0.870369
-1	8.39486
-1	11.041
1	9.24894
1	5.45443
-1	2.39921
-1	-0.683965
-1	-2.82845
-1	-5.40025
1	-9.63241
-1	-10.2343
-1	-10.9848
-1	-11.5012
-1	-12.1768
1	-11.153
1	-7.03397
1	-1.43365
-1	3.62153
1	5.41074
1	5.20146
-1	5.6688
1	4.90589
1	3.2515
1	3.70284
1	4.22746
1	4.97833
1	5.97364
-1	7.81093
-1	5.81791
1	1.08001
1	-1.59165
-1	-0.920345
-1	-1.31528
-1	-1.88152
1	-2.40986
1	-1.47196
-1	-0.307125
1	0.762313
-1	2.64328
-1	2.57659
1	-0.465947
-1	-2.6146
1	-4.29632
1	-4.10667
-1	-1.90123
1	-0.433068
-1	0.700147
1	0.259208
1	0.571215
1	4.05801
1	5.29336
1	8.59243
1	11.831
-1	13.0504
1	12.5407
1	10.5211
1	7.08381
1	5.52844
1	3.85933
1	2.28681
1	1.02083
1	0.333863
1	1.82489
1	6.70427
1	11.7073
-1	14.4447
1	13.4578
1	12.379
1	9.84117
1	7.92776
-1	8.0336
1	4.8508
1	2.53524
1	2.18274
1	4.21071
-1	6.7214
-1	7.64549
1	4.29597
-1	2.05588
1	-0.19586
1	-0.611107
1	-1.39058
-1	0.622634
1	2.4688
-1	4.77013
-1	5.55408
1	1.7549
-1	-0.558477
1	-3.29684
1	-4.6952
1	-5.36252
-1	-3.38008
1	-2.49801
1	-0.727992
-1	1.95278
1	4.02819
-1	5.61846
1	6.87714
-1	6.75905
-1	5.70914
-1	5.15535
1	1.57108
1	-1.96324
1	-3.92612
-1	-4.0228
-1	-3.49117
1	-5.45812
1	-5.74799
-1	-4.39374
-1	-4.39055
-1	-4.95792
-1	-6.61235
1	-7.17277
1	-6.30371
-1	-1.29753
-1	1.4464
1	0.277409
-1	0.211835
1	-0.383511
-1	1.28984
-1	3.53939
1	3.49016
-1	3.47131
-1	2.35262
1	-0.192626
-1	-0.598061
1	-1.15259
1	-1.4215
-1	-0.408518
-1	-1.32216
-1	-2.55023
1	-4.82922
-1	-5.36111
1	-4.87458
-1	-2.72176
1	-0.0198168
1	0.585592
-1	1.26535
1	0.731122
-1	2.2031
-1	1.29945
-1	-1.61068
1	-3.69623
-1	-3.55482
1	-1.36162
-1	-0.0597332
-1	-0.0712618
1	-1.86621
1	-2.02789
-1	1.45768
-1	2.59143
1	0.398711
1	-0.482066
1	-0.812635
1	2.55121
1	5.91838
1	5.84417
-1	8.14248
-1	7.11917
1	4.83541
1	1.21099
-1	-0.933031
1	-4.2864
-1	-5.66794
1	-6.63531
1	-4.95076
1	-0.914252
-1	2.20091
1	3.00151
-1	3.20443
1	2.79009
-1	2.0796
1	0.7778
-1	-0.188664
1	-1.60476
1	-1.11198
1	1.96077
1	4.52021
-1	6.95734
-1	5.49222
-1	1.58793
-1	-2.87228
-1	-8.32845
1	-11.0069
-1	-11.6417
1	-9.91757
1	-7.49707
1	-1.41843
1	4.29466
1	9.4397
-1	12.323
1	11.1843
-1	9.27404
-1	4.75662
-1	-0.0115012
-1	-5.20983
-1	-9.83774
1	-11.0372
1	-8.70863
1	-4.99894
-1	0.573401
1	5.37315
-1	6.24801
1	4.70603
1	3.38797
-1	3.27774
-1	3.53898
-1	-0.00873076
-1	-5.03636
1	-8.69266
-1	-9.985
-1	-11.2398
-1	-11.9715
-1	-10.2159
-1	-9.12713
1	-8.17203
-1	-6.6144
1	-5.05911
1	-3.37375
-1	-0.640974
1	1.16435
1	1.58381
1	2.84434
1	4.44455
-1	7.08116
-1	7.04869
-1	5.48118
-1	1.29248
1	-4.10001
-1	-7.5279
-1	-8.76703
-1	-9.66006
1	-10.7315
1	-7.09995
-1	-1.50618
1	4.78171
-1	8.59193
1	8.9376
1	7.58803
-1	6.68006
1	5.66656
-1	6.417
-1	6.46453
1	3.69401
1	1.94113
-1	1.0522
1	0.132
-1	0.465761
-1	0.348117
1	-0.706407
1	-3.56006
1	-3.86839
1	-1.76209
-1	1.83751
1	2.27677
1	2.99451
-1	4.50089
1	4.44306
-1	4.68127
-1	2.7858
1	-0.580331
-1	-2.29476
-1	-1.64715
1	-2.40995
1	-1.17719
1	0.786048
1	2.50104
-1	5.75368
1	6.21124
-1	5.7919
-1	4.68874
1	2.4524
-1	0.201508
-1	-3.18961
-1	-4.49904
1	-6.38146
-1	-6.07114
-1	-5.42384
-1	-5.00523
-1	-4.15621
1	-4.21689
1	-2.17161
-1	1.94484
-1	2.68498
-1	1.36199
-1	-1.17805
-1	-3.53964
-1	-7.24263
-1	-9.9447
-1	-9.69149
1	-7.99093
1	-3.36008
1	4.22891
-1	9.90384
1	12.1065
1	11.2184
-1	9.24069
1	6.19899
-1	1.17769
-1	-3.40104
-1	-8.79655
-1	-12.6815
-1	-14.944
1	-14.3779
-1	-12.1515
-1	-8.65813
1	-5.09207
-1	-1.69418
-1	0.927439
-1	0.687368
-1	0.886155
1	-2.09165
-1	-1.8401
1	-1.5968
1	-0.471615
1	2.8733
-1	4.22551
1	2.71676
-1	1.64866
-1	1.97396
1	0.132944
-1	-0.865316
1	-1.57206
-1	-0.669589
-1	3.24406
-1	6.74815
1	4.22018
1	1.15622
-1	-0.837438
1	-3.63341
-1	-2.72474
1	-2.63109
-1	-2.07391
1	-1.41303
1	0.963149
1	3.06368
1	5.97011
1	9.27633
1	11.0732
1	12.3882
1	11.8514
-1	11.0342
-1	6.73644
1	1.48475
1	-3.09344
1	-3.0372
-1	-0.145939
-1	1.51641
1	0.974998
-1	2.59851
-1	0.992289
1	-1.30968
-1	-3.82404
1	-5.66156
1	-6.59915
-1	-4.66711
-1	-3.20878
-1	-2.74733
-1	-4.23318
1	-4.42681
1	-3.12686
1	-0.10822
1	2.73662
1	6.11865
1	9.66549
-1	12.1167
-1	10.5044
1	5.03087
-1	1.07601
1	-3.74404
-1	-6.29038
1	-7.42927
1	-6.98385
1	-3.38663
-1	2.65119
-1	6.32236
-1	6.68186
1	1.8313
1	-1.27389
-1	-1.89722
-1	-2.64182
1	-4.99134
-1	-4.04608
-1	-3.6886
1	-2.7171
-1	-1.9566
1	-1.78193
1	-0.769257
1	0.941412
-1	3.2255
-1	3.97187
1	1.40212
1	0.450149
-1	-0.662158
1	-2.85309
1	-3.11832
-1	0.567966
-1	2.77645
1	2.08353
-1	0.588467
1	-0.825462
1	-1.31237
-1	1.35819
1	3.10123
-1	4.77866
1	4.59458
-1	4.75799
-1	3.79787
-1	2.0689
-1	-1.75879
1	-4.94656
-1	-6.4953
-1	-6.80478
-1	-7.98542
-1	-9.73869
1	-9.4562
1	-8.88841
1	-4.27405
-1	0.755443
1	3.69258
1	5.65608
-1	6.71321
-1	6.01037
-1	3.92108
1	3.41772
-1	4.01412
-1	3.52446
-1	0.546091
-1	-1.89851
1	-5.68457
-1	-6.45693
-1	-6.32563
1	-7.31842
-1	-7.04092
1	-5.86558
-1	-4.12357
-1	-2.42845
-1	-1.53092
1	-0.741154
1	0.61917
-1	1.46539
1	0.736752
1	-0.101095
-1	-1.03113
-1	-1.97171
-1	-4.09744
-1	-6.35218
-1	-8.28325
-1	-11.0559
1	-12.9145
1	-9.89963
-1	-2.9915
1	1.27687
1	2.91428
1	5.20289
-1	6.8379
1	5.28908
1	4.03217
-1	3.94988
1	2.63178
-1	2.40563
-1	2.60171
1	-0.463389
-1	-2.15216
-1	-3.4336
-1	-4.68481
-1	-4.48022
1	-4.90452
-1	-3.88319
-1	-3.8176
-1	-4.6513
-1	-5.07569
-1	-5.86172
-1	-6.76776
-1	-7.46713
1	-8.30683
1	-6.57704
1	-1.85988
-1	2.51457
1	3.37253
1	4.02435
-1	4.70659
1	3.50733
1	3.30335
1	3.55482
-1	4.93233
1	3.82224
-1	1.65947
-1	-0.583628
1	-3.42929
1	-3.72511
-1	-1.54975
-1	-0.804516
-1	-1.64831
-1	-2.92284
1	-4.98638
-1	-5.79863
1	-5.10677
1	-1.24176
-1	2.98481
-1	5.48326
1	3.82442
1	5.11687
-1	5.77497
1	4.18008
-1	1.16303
-1	-2.21954
1	-5.14846
-1	-6.28723
1	-5.88504
-1	-3.30159
-1	-1.03353
1	0.660175
-1	2.90786
1	3.51849
1	4.02343
-1	5.16118
1	4.61679
-1	3.32738
1	1.60968
1	1.0544
1	2.67695
1	4.59918
-1	5.8284
-1	4.87462
1	1.45999
1	0.0502248
1	1.8003
-1	4.8861
-1	7.08574
-1	6.98658
-1	3.85279
1	0.124575
-1	-2.41793
-1	-5.46297
1	-7.28624
1	-6.94602
-1	-3.31905
-1	-0.445801
1	0.853711
1	0.962899
1	4.4165
1	7.15189
1	8.38712
1	9.14709
-1	9.28264
1	7.3301
1	4.30415
-1	2.15161
-1	-1.15239
1	-4.54903
-1	-5.7494
1	-7.19872
-1	-5.16127
-1	-3.88089
1	-4.6177
-1	-2.91873
-1	-2.15793
-1	-3.56905
1	-5.80732
1	-5.96699
1	-5.14264
-1	-0.264277
1	2.11848
-1	4.77521
-1	6.06288
1	3.88592
-1	1.90362
1	2.04757
-1	2.16475
-1	-1.3189
-1	-6.75622
-1	-9.76449
1	-12.4006
1	-11.7612
1	-7.68382
-1	-2.29724
1	3.37794
-1	6.74449
1	7.35616
-1	7.72896
1	6.51304
1	5.4336
-1	4.45829
1	3.1273
1	1.31336
-1	1.58025
-1	0.373412
-1	-1.8172
1	-4.77126
-1	-3.78989
1	-2.53601
1	-0.529655
-1	1.44935
1	0.679264
1	0.277548
-1	1.14749
-1	0.38558
-1	-1.91332
-1	-4.78506
-1	-6.23433
-1	-7.25425
1	-7.14465
-1	-3.48984
1	0.479357
-1	3.20004
1	6.03283
-1	8.32128
-1	7.12434
-1	2.31158
1	-2.9949
1	-4.77721
-1	-4.35601
1	-3.69487
-1	-2.15129
1	-0.0899985
1	2.48269
-1	6.43726
1	7.81076
-1	8.43768
1	7.37036
1	5.71789
1	5.34323
-1	4.85118
-1	1.26392
-1	-4.05044
1	-8.77917
-1	-8.75342
1	-7.33266
-1	-3.71514
-1	-1.01819
1	-0.390207
-1	-0.69072
-1	-2.9275
1	-6.83031
-1	-7.33162
-1	-5.80397
-1	-6.14043
1	-6.52032
1	-5.31607
1	-2.38501
-1	3.67662
1	6.64385
-1	6.05215
-1	2.91584
1	0.80524
1	0.667173
1	3.46059
-1	5.23904
1	4.4189
-1	3.56527
1	2.35821
1	3.47315
1	5.77404
-1	6.97439
1	4.98375
-1	3.58131
-1	1.27271
1	-1.99321
1	-3.18734
1	-0.898596
-1	2.48145
-1	2.0157
1	-0.253771
-1	-0.952423
1	-2.10569
1	-1.18347
-1	1.34582
1	2.77905
-1	3.3129
1	4.03968
1	4.71103
1	5.44801
-1	6.90101
1	7.61314
1	8.03258
-1	9.35419
1	7.50096
-1	5.96099
1	4.79409
1	2.1306
-1	0.571838
1	-0.959611
1	-0.739416
-1	1.79837
1	2.11211
1	3.41997
-1	5.13251
1	4.36499
-1	4.46895
1	5.01662
1	5.17742
1	5.51221
1	6.90723
-1	7.67716
-1	7.52975
1	4.10192
-1	0.721566
1	-3.61523
-1	-4.08789
-1	-3.48699
1	-4.14951
1	-2.60231
1	-0.665876
1	3.59422
1	8.57743
-1	12.5107
1	12.646
-1	10.4178
1	7.45532
-1	4.37724
-1	2.17683
1	-1.42189
1	-2.771
1	-2.12243
-1	0.0451755
-1	0.260348
1	-2.14793
-1	-3.97953
-1	-6.71958
1	-8.4877
-1	-7.83091
-1	-4.95182
1	-1.75145
-1	3.6153
-1	6.73288
1	6.34579
-1	5.97255
-1	5.25033
-1	0.986804
1	-2.84456
-1	-5.46774
1	-6.98723
-1	-7.09649
-1	-5.93139
-1	-3.89895
-1	-1.41751
1	-0.18593
1	-0.666311
-1	0.0367565
1	0.533162
1	-0.583323
1	1.75078
1	5.2155
1	5.95286
-1	5.74312
-1	4.51048
-1	1.12834
1	-1.21751
-1	-1.54126
-1	-2.03327
1	-4.13893
1	-4.388
1	-0.55357
-1	5.33841
-1	8.35874
1	9.25859
1	8.90899
-1	8.35472
1	6.6564
-1	4.90723
1	0.371904
-1	-1.50814
1	-1.50749
-1	-2.03057
1	-3.30382
1	-3.63073
-1	-2.38511
-1	-2.95661
1	-6.08008
1	-5.7515
-1	-0.841893
1	3.60471
-1	6.09804
1	6.46408
1	3.94287
-1	3.34093
-1	2.34001
-1	-0.487795
-1	-3.59906
-1	-6.90758
-1	-9.54966
-1	-12.8712
1	-14.7893
1	-13.719
1	-8.71298
1	-2.15022
-1	5.60525
1	9.19938
1	10.6512
1	9.64937
-1	8.08866
-1	5.24229
-1	0.865154
1	-3.705
-1	-5.36867
1	-5.85124
-1	-5.25775
1	-4.17066
-1	-2.85212
-1	-0.986445
-1	0.00805165
1	-0.570807
-1	-1.30632
-1	-2.41776
-1	-3.95814
1	-6.17883
-1	-5.39404
1	-5.66814
-1	-3.84553
-1	-0.691994
-1	-0.397461
1	-2.05285
-1	-3.5196
1	-5.41789
-1	-6.01955
-1	-4.43076
1	-3.23281
1	0.117138
-1	2.33094
1	4.74977
1	6.667
1	7.61895
-1	8.44255
-1	8.03652
-1	3.60432
1	-0.840345
1	-2.99207
1	-3.26282
1	-1.87422
-1	2.60351
1	4.61666
-1	5.54801
1	5.52699
1	5.85789
-1	5.949
-1	3.21813
1	-1.91339
1	-4.51348
1	-3.60418
-1	-2.91392
-1	-2.53332
1	-3.42482
-1	-3.52584
1	-1.74179
-1	0.156782
-1	1.20088
1	0.984853
1	1.61234
1	3.93605
-1	5.09768
1	4.78994
1	4.06948
1	3.92824
-1	2.9053
-1	2.29114
1	-0.585276
-1	-0.671286
1	-0.195738
1	1.21407
1	1.52561
1	4.074
-1	6.89988
1	6.17295
-1	6.06085
1	3.94982
-1	3.03507
-1	0.102687
1	-1.36066
-1	-0.222428
-1	0.256102
-1	-0.736324
1	-0.669734
1	1.41275
-1	3.60222
1	4.701
1	6.12885
1	7.73833
-1	8.79837
-1	5.28665
-1	2.08099
-1	-2.98393
1	-6.65845
1	-7.77655
-1	-3.43621
-1	0.207613
1	2.87977
-1	5.6166
1	5.69705
1	5.97119
1	7.42127
-1	10.6576
-1	10.3137
-1	6.07594
-1	0.336592
1	-4.19086
1	-5.64354
1	-4.26554
-1	-1.03547
-1	0.479558
1	-0.634111
1	-0.590152
1	-0.991069
1	2.02463
1	6.26804
-1	8.9746
1	8.52634
1	7.40731
-1	6.42354
1	3.49821
-1	1.26947
-1	-1.34132
-1	-4.11567
1	-7.83147
-1	-7.49698
1	-5.98858
1	-2.7039
-1	0.660568
-1	3.42648
1	4.64812
-1	4.19281
-1	3.10972
1	0.0569323
-1	1.33634
-1	2.7609
1	1.49524
1	1.75136
-1	3.1506
1	2.41415
1	0.398648
-1	2.06196
1	1.70147
-1	1.99829
-1	1.40175
-1	-0.889816
1	-4.02746
1	-6.16742
-1	-4.71998
1	-3.13565
-1	-1.4726
-1	-0.797992
1	-1.00469
1	-0.687107
1	1.95791
1	4.44027
-1	6.97801
-1	5.18026
1	2.44326
-1	0.281723
-1	0.188264
1	-1.11131
1	-0.965483
-1	0.0920706
1	-0.0954346
1	-0.701163
-1	-0.157229
1	-0.386564
-1	1.38522
-1	1.87126
1	1.28091
1	1.89908
1	1.94814
-1	1.79255
1	1.05471
1	0.465546
1	1.43309
-1	4.96109
1	7.57453
-1	7.37367
-1	6.96174
-1	3.34452
-1	-0.815436
1	-5.60996
1	-6.04085
-1	-3.24373
1	-3.31391
-1	-1.91747
-1	-1.52665
1	-2.68893
-1	-1.52439
-1	-2.26263
-1	-3.18923
-1	-5.33387
-1	-5.94513
-1	-7.30996
-1	-7.56862
1	-8.87235
1	-6.81775
-1	-1.51052
-1	3.12447
1	5.02134
-1	4.44328
-1	4.46421
1	3.35189
1	1.95361
-1	4.08858
-1	5.86788
1	5.18009
-1	3.82896
1	1.20714
-1	-0.159107
-1	-0.805837
-1	-1.50253
-1	-1.34958
-1	-2.75633
1	-4.70018
-1	-3.18099
-1	-3.7444
1	-4.61438
1	-3.49258
1	-1.35868
-1	1.95537
1	4.15422
-1	5.43419
1	4.00215
-1	3.38364
1	1.94816
1	2.06886
-1	3.18617
1	2.52645
-1	1.02277
1	0.640646
1	0.627367
1	2.9428
-1	7.19545
-1	7.86142
1	6.94372
1	5.97132
1	5.62287
1	5.22694
1	5.66689
-1	6.73976
-1	5.90823
-1	4.03077
-1	-1.43122
1	-6.42006
1	-7.78549
1	-5.09141
1	-0.189202
1	5.05488
-1	10.7573
-1	11.6125
-1	8.66232
-1	4.66994
-1	-0.415422
1	-4.2913
1	-6.51665
-1	-5.09426
-1	-3.62309
-1	-3.4595
1	-3.62865
-1	-2.33349
1	-2.02704
-1	-0.17197
-1	2.62264
-1	2.33924
1	-0.177006
1	-1.86434
-1	-1.11334
1	-1.36938
1	1.93839
1	6.55427
-1	9.93281
1	10.5898
-1	10.0346
1	9.06564
1	6.47428
1	4.61461
-1	5.08739
1	2.98561
-1	0.45173
1	-1.34196
-1	-2.22139
1	-6.039
-1	-6.38193
1	-5.20083
-1	-1.98128
-1	-0.382744
-1	-0.5415
-1	-2.08328
-1	-4.9228
-1	-8.66121
-1	-10.4966
-1	-11.8078
-1	-11.7648
1	-10.3465
-1	-7.61038
1	-5.63231
1	-2.44218
1	4.45515
-1	10.1675
-1	11.2189
-1	10.1461
-1	5.93776
-1	-0.157424
-1	-5.53746
1	-9.65193
-1	-9.40024
-1	-9.28814
-1	-7.82285
-1	-5.9022
1	-5.91983
-1	-4.39511
-1	-2.08885
-1	-2.38564
1	-1.69582
1	-1.90221
-1	-1.15197
1	-1.4808
-1	-2.59089
1	-3.05452
-1	-1.72014
-1	-0.851502
1	-2.77955
-1	-2.46245
-1	-2.81517
-1	-2.5929
1	0.404326
-1	3.4985
-1	3.24497
-1	1.31972
1	-2.84819
1	-5.95075
-1	-5.17055
1	-4.09122
1	-3.16279
1	-0.0927883
-1	3.57649
-1	3.89164
1	1.22674
1	-0.000125329
1	-0.00180603
1	2.9057
1	5.97109
1	8.04999
1	9.59743
1	9.86436
1	10.0732
1	10.2988
1	9.1351
1	6.71087
-1	6.31459
-1	3.34399
-1	-1.49044
-1	-5.37756
1	-9.00896
1	-8.99261
1	-6.13565
-1	-1.50868
1	2.4008
1	5.16163
1	8.43466
-1	8.69038
-1	6.69629
-1	2.22639
-1	-1.30727
1	-5.08829
1	-6.84385
-1	-6.2525
-1	-4.28818
-1	-4.15919
-1	-2.25831
-1	-1.11533
-1	-2.40257
-1	-2.89335
-1	-5.56345
1	-8.96816
1	-9.8644
1	-6.60053
1	-0.138924
1	5.67955
1	9.34717
1	12.7237
-1	15.4621
1	14.6382
-1	10.7496
-1	5.43844
1	-0.729065
-1	-5.00843
1	-6.63344
1	-4.60918
-1	-1.83989
1	-1.96531
-1	0.056294
1	1.26054
-1	2.00253
1	0.759209
1	-0.696862
1	-0.073624
-1	2.43196
-1	1.35327
-1	0.138668
-1	-1.74173
-1	-4.43418
-1	-6.24414
1	-9.12831
-1	-9.04133
-1	-7.74503
1	-6.79322
-1	-3.64201
